nm,75,15,18,225
390.0,,,,
390.5,,,,
391.0,,,,
391.5,,,,
392.0,,,,
392.5,,,,
393.0,,,,
393.5,,,,
394.0,52.13,31.261,32.986,28.544
394.5,,31.071,,
395.0,54.112,31.411,33.587,27.84
395.5,,32.101,,
396.0,55.422,32.831,35.471,28.821
396.5,,33.478,,
397.0,54.586,34.095,35.784,30.298
397.5,,34.682,,
398.0,55.256,35.125,35.061,31.764
398.5,,35.318,,
399.0,56.454,35.302,35.801,34.339
399.5,,35.265,,
400.0,55.712,35.371,38.713,34.894
400.5,,35.607,,
401.0,54.608,35.879,40.959,32.514
401.5,,36.214,,
402.0,55.472,36.72,40.233,31.845
402.5,,37.384,,
403.0,58.586,38.002,39.008,34.138
403.5,,38.335,,
404.0,60.554,38.323,39.089,35.495
404.5,,38.191,,
405.0,59.9,38.284,39.59,35.376
405.5,,38.756,,
406.0,59.099,39.45,39.86,36.812
406.5,,40.119,,
407.0,59.27,40.678,39.373,38.93
407.5,,41.202,,
408.0,60.53,41.762,39.395,39.167
408.5,,42.337,,
409.0,63.008,42.851,41.073,38.464
409.5,,43.21,,
410.0,64.504,43.333,42.594,38.05
410.5,,43.243,,
411.0,63.814,43.141,42.291,37.315
411.5,,43.284,,
412.0,63.038,43.729,41.315,36.663
412.5,,44.282,,
413.0,62.842,44.71,41.734,37.334
413.5,,44.958,,
414.0,63.501,45.134,43.071,38.88
414.5,,45.331,,
415.0,64.745,45.524,43.902,39.789
415.5,,45.689,,
416.0,64.687,45.912,43.973,39.968
416.5,,46.262,,
417.0,64.793,46.611,43.596,39.74
417.5,,46.741,,
418.0,66.841,46.661,43.828,39.32
418.5,,46.69,,
419.0,68.25,47.106,44.666,40.187
419.5,,47.803,,
420.0,65.788,48.442,45.554,42.031
420.5,,48.857,,
421.0,62.447,49.118,47.087,42.759
421.5,,49.279,,
422.0,63.676,49.344,48.544,42.766
422.5,,49.455,,
423.0,66.199,49.825,48.892,43.179
423.5,,50.427,,
424.0,65.651,50.945,48.556,43.293
424.5,,51.142,,
425.0,64.804,51.163,47.835,43.358
425.5,,51.321,,
426.0,65.912,51.654,47.336,44.244
426.5,,51.905,,
427.0,68.216,51.994,47.329,45.026
427.5,,52.306,,
428.0,69.669,53.309,47.737,45.682
428.5,,54.93,,
429.0,69.749,56.369,49.205,46.656
429.5,,56.459,,
430.0,70.122,54.417,50.616,46.818
430.5,,50.781,,
431.0,70.694,47.616,50.399,46.404
431.5,,47.006,,
432.0,70.81,49.026,50.141,46.198
432.5,,51.685,,
433.0,71.246,52.933,50.758,45.844
433.5,,52.354,,
434.0,71.729,51.104,50.739,45.829
434.5,,50.705,,
435.0,70.61,51.889,50.889,46.444
435.5,,54.143,,
436.0,69.68,56.087,52.571,47.468
436.5,,56.475,,
437.0,71.14,55.249,53.481,48.614
437.5,,53.632,,
438.0,72.084,52.961,52.198,48.634
438.5,,53.498,,
439.0,71.352,54.564,51.491,48.182
439.5,,55.543,,
440.0,71.463,56.37,52.67,48.819
440.5,,57.199,,
441.0,72.182,58.031,53.972,49.579
441.5,,58.71,,
442.0,71.866,59.059,54.14,50.223
442.5,,59.006,,
443.0,71.921,58.698,53.272,51.194
443.5,,58.47,,
444.0,73.251,58.574,52.902,51.243
444.5,,58.954,,
445.0,73.742,59.376,53.662,50.154
445.5,,59.715,,
446.0,73.142,60.025,54.328,49.753
446.5,,60.389,,
447.0,73.029,60.819,55.03,51.104
447.5,,61.279,,
448.0,74.092,61.689,56.138,52.671
448.5,,61.917,,
449.0,75.442,61.857,56.693,52.904
449.5,,61.555,,
450.0,74.981,61.239,56.926,52.407
450.5,,61.164,,
451.0,73.861,61.382,57.151,52.357
451.5,,61.699,,
452.0,74.128,61.934,56.744,52.999
452.5,,62.166,,
453.0,74.295,62.592,56.609,53.444
453.5,,63.196,,
454.0,74.144,63.698,57.711,53.735
454.5,,63.845,,
455.0,74.9,63.68,58.607,54.573
455.5,,63.502,,
456.0,75.438,63.589,58.306,55.398
456.5,,63.932,,
457.0,74.649,64.279,58.165,55.995
457.5,,64.414,,
458.0,74.025,64.344,58.822,56.33
458.5,,64.214,,
459.0,74.826,64.151,59.418,56.241
459.5,,64.24,,
460.0,75.775,64.538,59.646,56.667
460.5,,64.968,,
461.0,76.246,65.275,60.093,57.358
461.5,,65.232,,
