Batch,scan002
Instrument ID,084303
Data Mode,%T
Sample,Sample001
Cycle,Cycle01
Date Collected,14/02/2025
Time Collected,12:24:08
Entries,Data Points
nm,%T
390.0,XXX.XXX
391.0,XXX.XXX
392.0,XXX.XXX
393.0,XXX.XXX
394.0,60.219
395.0,59.325
396.0,56.186
397.0,58.286
398.0,62.474
399.0,61.490
400.0,59.725
401.0,61.704
402.0,64.339
403.0,64.730
404.0,63.526
405.0,63.557
406.0,65.518
407.0,66.913
408.0,67.324
409.0,66.476
410.0,64.120
411.0,64.303
412.0,67.646
413.0,68.901
414.0,67.532
415.0,68.468
416.0,70.978
417.0,71.152
418.0,71.140
419.0,71.560
420.0,70.510
421.0,69.867
422.0,70.762
423.0,72.086
424.0,72.490
425.0,72.337
426.0,73.353
427.0,75.103
428.0,76.197
429.0,76.386
430.0,76.658
431.0,76.757
432.0,75.081
433.0,73.539
434.0,74.724
435.0,76.801
436.0,76.954
437.0,75.962
438.0,76.187
439.0,76.729
440.0,76.241
441.0,76.422
442.0,78.000
443.0,79.048
444.0,78.214
445.0,77.093
446.0,77.727
447.0,79.413
448.0,80.924
449.0,81.550
450.0,80.662
451.0,79.474
452.0,79.290
453.0,80.085
454.0,81.723
455.0,82.558
456.0,81.277
457.0,80.248
458.0,81.460
459.0,83.061
460.0,83.079
461.0,82.115
462.0,81.903
463.0,82.943
464.0,83.534
465.0,82.838
466.0,82.404
467.0,83.304
468.0,84.578
469.0,84.513
470.0,83.685
471.0,83.598
472.0,84.214
473.0,85.473
474.0,85.979
475.0,84.861
476.0,84.484
477.0,85.513
478.0,86.157
479.0,85.887
480.0,85.153
481.0,84.833
482.0,85.801
483.0,86.951
484.0,86.309
485.0,85.171
486.0,86.102
487.0,87.723
488.0,87.783
489.0,87.220
490.0,87.283
491.0,87.306
492.0,86.824
493.0,87.056
494.0,87.830
495.0,87.735
496.0,87.550
497.0,87.702
498.0,87.739
499.0,87.756
500.0,87.655
501.0,88.296
502.0,89.152
503.0,88.317
504.0,87.141
505.0,87.878
506.0,89.439
507.0,89.938
508.0,89.653
509.0,89.168
510.0,88.735
511.0,88.828
512.0,89.121
513.0,89.452
514.0,89.815
515.0,89.746
516.0,89.620
517.0,89.861
518.0,90.141
519.0,90.492
520.0,90.854
521.0,90.712
522.0,90.278
523.0,90.225
524.0,90.690
525.0,91.286
526.0,91.467
527.0,91.115
528.0,90.765
529.0,91.020
530.0,91.380
531.0,91.112
532.0,90.977
533.0,91.425
534.0,91.740
535.0,91.609
536.0,91.392
