Illy,Mucilago,Cafeina,Ox,Mi,Ch,Go,Verde,hv
0.5606983490671441,0.5713135750287236,2.979465013466277,1.3198416449158665,1.9455739402557954,2.304330489001163,2.315288014808059,2.2432639857936416,4.525535598749738
0.5633428915451332,0.5627268910563711,2.980855601267292,1.2936013517217104,1.9267473051474193,2.3129433405244657,2.3107984348857897,2.2184836373187142,4.509079105663375
0.5614114507508784,0.5494201713152472,2.950360070960701,1.286922342583518,1.9374049437645549,2.287117248564911,2.298639010334421,2.214666536822379,4.4927418625269135
0.5545226452712709,0.5554066291224566,2.917070995939323,1.2765445605915071,1.9057391700980673,2.256150147292096,2.2735416798942607,2.187158606186826,4.4765225778246505
0.549097793946367,0.5486731160304449,2.9142511681097516,1.2724310245063706,1.8917218676783343,2.2384196590112992,2.250223231746676,2.1624766097466144,4.460419978623841
0.5425302648754671,0.5368432507164457,2.8754511109830605,1.254235528370769,1.8386724422885128,2.2201815990100817,2.2243084988828232,2.1634254000520383,4.444432810241678
0.5378396791973272,0.5367698338794779,2.8513887241497953,1.256433932111693,1.8587170721675321,2.2001695406571753,2.1997711439617205,2.173861851798436,4.428559835919386
0.5323093736770743,0.523206919983399,2.8216210928978596,1.2353417156858246,1.8326389458678816,2.1773960757334194,2.1823286189630773,2.117408822588046,4.412799836503303
0.5294804435836751,0.5181718586562059,2.7902643303941166,1.2206610953659616,1.799701838051971,2.139381888833085,2.1521570164920694,2.0684983879524697,4.397151610132724
0.5264511043421982,0.5170463447895577,2.758873515841756,1.219794341966865,1.8096900437760988,2.130582538491097,2.163881029509112,2.0718003748301164,4.3816139719343745
0.5218486619076161,0.5168056436820785,2.742074484076348,1.2149909156647984,1.7837483638701601,2.1153472978251515,2.135535070026362,2.061560826698841,4.366185753723339
0.5231126037798043,0.5170754221325993,2.7603352640320042,1.2321775377194901,1.7924896605097695,2.138971336964912,2.1478354727956583,2.0521357711962747,4.350865803710274
0.517220951722852,0.5097623891556068,2.6891940034678607,1.1978586890183882,1.7458226491274211,2.1078533092141507,2.101871252154337,2.025160713747222,4.335652986214784
0.5096327605438871,0.4995411344659109,2.694400205386517,1.1887545491614093,1.7368190308635645,2.058779622547744,2.060408511696555,2.010620635887225,4.320546181384768
0.5073579439954493,0.48851236106106366,2.655558635277404,1.1683304761751345,1.7278021203098592,2.039849213599729,2.076130180171504,1.9933099513001593,4.305544284921625
0.5073168169200094,0.4883904184919197,2.6434572362570927,1.1742823735339798,1.71887049552336,2.028201290312844,2.0795449281290215,1.9682906970025242,4.29064620781117
