Batch	scan005
Instrument ID	084303
Data Mode	A
Sample	Sample001
Cycle	Cycle01
Date Collected	16/01/2025
Time Collected	03:29:18
Entries	Data Points
nm	A
200.0	XXX.XXX
200.5	XXX.XXX
201.0	XXX.XXX
201.5	XXX.XXX
202.0	XXX.XXX
202.5	XXX.XXX
203.0	XXX.XXX
203.5	XXX.XXX
204.0	XXX.XXX
204.5	XXX.XXX
205.0	XXX.XXX
205.5	XXX.XXX
206.0	XXX.XXX
206.5	XXX.XXX
207.0	XXX.XXX
207.5	XXX.XXX
208.0	1.796
208.5	1.748
209.0	1.692
209.5	1.633
210.0	1.575
210.5	1.524
211.0	1.482
211.5	1.448
212.0	1.417
212.5	1.387
213.0	1.357
213.5	1.327
214.0	1.297
214.5	1.266
215.0	1.235
215.5	1.205
216.0	1.175
216.5	1.146
217.0	1.118
217.5	1.091
218.0	1.066
218.5	1.041
219.0	1.017
219.5	0.993
220.0	0.969
220.5	0.945
221.0	0.922
221.5	0.900
222.0	0.879
222.5	0.858
223.0	0.838
223.5	0.818
224.0	0.800
224.5	0.782
225.0	0.766
225.5	0.751
226.0	0.737
226.5	0.725
227.0	0.713
227.5	0.702
228.0	0.692
228.5	0.682
229.0	0.672
229.5	0.663
230.0	0.655
230.5	0.647
231.0	0.639
231.5	0.632
232.0	0.624
232.5	0.616
233.0	0.609
233.5	0.601
234.0	0.594
234.5	0.587
235.0	0.581
235.5	0.574
236.0	0.567
236.5	0.561
237.0	0.556
237.5	0.551
238.0	0.546
238.5	0.542
239.0	0.537
239.5	0.533
240.0	0.529
240.5	0.525
241.0	0.521
241.5	0.518
242.0	0.515
242.5	0.512
243.0	0.510
243.5	0.507
244.0	0.505
244.5	0.503
245.0	0.501
245.5	0.499
246.0	0.497
246.5	0.496
247.0	0.494
247.5	0.493
248.0	0.491
248.5	0.490
249.0	0.490
249.5	0.489
250.0	0.489
250.5	0.488
251.0	0.487
251.5	0.486
252.0	0.486
252.5	0.485
253.0	0.485
253.5	0.485
254.0	0.485
254.5	0.485
255.0	0.486
255.5	0.487
256.0	0.488
256.5	0.489
257.0	0.490
257.5	0.491
258.0	0.493
258.5	0.494
259.0	0.495
259.5	0.497
260.0	0.499
260.5	0.501
261.0	0.504
261.5	0.507
262.0	0.510
262.5	0.513
263.0	0.517
263.5	0.521
264.0	0.525
264.5	0.528
265.0	0.531
265.5	0.533
266.0	0.535
266.5	0.537
267.0	0.539
267.5	0.541
268.0	0.544
268.5	0.547
269.0	0.550
269.5	0.553
270.0	0.555
270.5	0.558
271.0	0.561
271.5	0.563
272.0	0.565
272.5	0.566
273.0	0.567
273.5	0.567
274.0	0.567
274.5	0.567
275.0	0.567
275.5	0.567
276.0	0.567
276.5	0.568
277.0	0.567
277.5	0.567
278.0	0.566
278.5	0.565
279.0	0.563
279.5	0.562
280.0	0.560
280.5	0.558
281.0	0.557
281.5	0.555
282.0	0.554
282.5	0.551
283.0	0.548
283.5	0.545
284.0	0.541
284.5	0.538
285.0	0.535
285.5	0.531
286.0	0.527
286.5	0.522
287.0	0.518
287.5	0.514
288.0	0.511
288.5	0.507
289.0	0.503
289.5	0.499
290.0	0.494
290.5	0.490
291.0	0.486
291.5	0.482
292.0	0.478
292.5	0.474
293.0	0.471
293.5	0.467
294.0	0.464
294.5	0.462
295.0	0.459
295.5	0.455
296.0	0.453
296.5	0.451
297.0	0.449
297.5	0.447
298.0	0.444
298.5	0.442
299.0	0.439
299.5	0.437
300.0	0.436
300.5	0.434
301.0	0.433
301.5	0.432
302.0	0.429
302.5	0.428
303.0	0.427
303.5	0.426
304.0	0.426
304.5	0.426
305.0	0.425
305.5	0.424
306.0	0.424
306.5	0.423
307.0	0.422
307.5	0.422
308.0	0.421
308.5	0.421
309.0	0.421
309.5	0.421
310.0	0.421
310.5	0.421
311.0	0.421
311.5	0.421
312.0	0.422
312.5	0.423
313.0	0.424
313.5	0.425
314.0	0.425
314.5	0.426
315.0	0.426
315.5	0.425
316.0	0.425
316.5	0.425
317.0	0.425
317.5	0.426
318.0	0.426
318.5	0.427
319.0	0.426
319.5	0.426
320.0	0.425
320.5	0.425
321.0	0.425
321.5	0.425
322.0	0.425
322.5	0.424
323.0	0.423
323.5	0.422
324.0	0.421
324.5	0.419
325.0	0.417
325.5	0.415
326.0	0.412
326.5	0.409
327.0	0.407
327.5	0.405
328.0	0.403
328.5	0.401
329.0	0.399
329.5	0.398
330.0	0.395
330.5	0.391
331.0	0.386
331.5	0.381
332.0	0.377
332.5	0.375
333.0	0.372
333.5	0.370
334.0	0.366
334.5	0.363
335.0	0.360
335.5	0.356
336.0	0.352
336.5	0.347
337.0	0.343
337.5	0.339
338.0	0.333
338.5	0.328
339.0	0.322
339.5	0.316
340.0	0.309
340.5	0.304
341.0	0.300
341.5	0.298
342.0	0.296
342.5	0.293
343.0	0.287
343.5	0.282
344.0	0.275
344.5	0.268
345.0	0.260
345.5	0.252
346.0	0.245
346.5	0.240
347.0	0.238
347.5	0.238
348.0	0.239
348.5	0.238
349.0	0.233
349.5	0.225
350.0	0.217
350.5	0.209
351.0	0.203
351.5	0.199
352.0	0.197
352.5	0.195
353.0	0.194
353.5	0.192
354.0	0.189
354.5	0.183
355.0	0.173
355.5	0.160
356.0	0.150
356.5	0.145
357.0	0.146
357.5	0.148
358.0	0.151
358.5	0.151
359.0	0.148
359.5	0.144
360.0	0.142
360.5	0.141
361.0	0.137
361.5	0.132
362.0	0.128
362.5	0.125
363.0	0.125
363.5	0.123
364.0	0.120
364.5	0.119
365.0	0.121
365.5	0.125
366.0	0.129
366.5	0.129
367.0	0.123
367.5	0.114
368.0	0.106
368.5	0.101
369.0	0.100
369.5	0.101
370.0	0.105
370.5	0.107
371.0	0.102
371.5	0.093
