Illy,Mucilago,Cafeina,Ox,Mi,Ch,Go,Verde,hv
5.294804435836751e-35,5.181718586562058e-35,2.7902643303941166e-34,1.2206610953659616e-34,1.7997018380519709e-34,2.1393818888330848e-34,2.152157016492069e-34,2.0684983879524696e-34,7.044236879432624e-19
5.264511043421982e-35,5.170463447895576e-35,2.7588735158417557e-34,1.219794341966865e-34,1.8096900437760987e-34,2.1305825384910967e-34,2.163881029509112e-34,2.071800374830116e-34,7.0193455830388685e-19
5.218486619076161e-35,5.168056436820785e-35,2.7420744840763478e-34,1.2149909156647982e-34,1.78374836387016e-34,2.1153472978251515e-34,2.135535070026362e-34,2.061560826698841e-34,6.9946295774647885e-19
5.231126037798042e-35,5.170754221325992e-35,2.7603352640320042e-34,1.23217753771949e-34,1.7924896605097693e-34,2.138971336964912e-34,2.147835472795658e-34,2.0521357711962747e-34,6.970087017543859e-19
5.172209517228519e-35,5.097623891556068e-35,2.6891940034678604e-34,1.1978586890183881e-34,1.745822649127421e-34,2.1078533092141506e-34,2.1018712521543367e-34,2.0251607137472216e-34,6.945716083916083e-19
5.09632760543887e-35,4.995411344659109e-35,2.694400205386517e-34,1.1887545491614093e-34,1.7368190308635643e-34,2.0587796225477436e-34,2.060408511696555e-34,2.0106206358872246e-34,6.921514982578397e-19
5.073579439954493e-35,4.885123610610636e-35,2.655558635277404e-34,1.1683304761751345e-34,1.727802120309859e-34,2.0398492135997286e-34,2.076130180171504e-34,1.993309951300159e-34,6.897481944444444e-19
5.073168169200094e-35,4.883904184919197e-35,2.6434572362570927e-34,1.1742823735339797e-34,1.71887049552336e-34,2.028201290312844e-34,2.0795449281290212e-34,1.968290697002524e-34,6.873615224913494e-19
5.027363241596925e-35,4.838863277933624e-35,2.60974333471056e-34,1.1607347833182266e-34,1.7033053935498962e-34,2.0354288102375006e-34,2.0522813384919128e-34,1.96828620369035e-34,6.849913103448275e-19
4.954672321508273e-35,4.780648331440058e-35,2.5660485089791698e-34,1.1487558581159148e-34,1.6957627627061775e-34,1.996492213239662e-34,2.0164223376741824e-34,1.960358575820281e-34,6.826373883161512e-19
4.863914894817303e-35,4.728040502507388e-35,2.572396436179652e-34,1.1402174644955418e-34,1.670937906431423e-34,1.9969008007050023e-34,2.0049505669459437e-34,1.958052716373839e-34,6.802995890410958e-19
4.990200570787287e-35,4.7285448524972965e-35,2.5736781404937347e-34,1.1336149892237185e-34,1.6706445763092182e-34,1.9977385195138243e-34,1.988588078394575e-34,1.9199107029624206e-34,6.779777474402729e-19
4.930389915672773e-35,4.649476517347085e-35,2.56820914007324e-34,1.13210994236038e-34,1.6603264146081155e-34,1.9935346324134556e-34,1.9876145791009205e-34,1.9143463801564566e-34,6.756717006802721e-19
4.7881689348968927e-35,4.6022264291596695e-35,2.5667804230238534e-34,1.1111525946841373e-34,1.650980545591345e-34,1.9551786136628435e-34,1.9810378351421922e-34,1.9036586055666866e-34,6.733812881355932e-19
4.7681302643315325e-35,4.5631706743081524e-35,2.5609841627080387e-34,1.1096025310134216e-34,1.6403369073494723e-34,1.928927257284323e-34,1.98758767808362e-34,1.870738986382596e-34,6.711063513513514e-19
4.797253652790482e-35,4.523571644161195e-35,2.5684595764646194e-34,1.1143646491378451e-34,1.6352342775300918e-34,1.934547673976877e-34,1.9486573187382674e-34,1.8888827774331853e-34,6.688467340067339e-19
4.7036766275903114e-35,4.466227656518388e-35,2.5599146561915508e-34,1.0999655687984072e-34,1.6077552432512258e-34,1.9072304080372472e-34,1.930826185234972e-34,1.856634445878554e-34,6.666022818791946e-19
4.669025329049792e-35,4.4664284429930034e-35,2.5657995131262057e-34,1.1027192754590593e-34,1.6189842401487787e-34,1.9034617304980011e-34,1.926453494140961e-34,1.8579555326862528e-34,6.643728428093645e-19
4.6379726899644134e-35,4.377078618472271e-35,2.609540995508748e-34,1.0842256233417922e-34,1.5932300225175055e-34,1.8770593345462604e-34,1.9051721805617631e-34,1.827743264800369e-34,6.621582666666666e-19
4.581546742884115e-35,4.298101372391662e-35,2.6479496769427306e-34,1.0793302183720954e-34,1.5856583217512337e-34,1.8587350992944881e-34,1.901881237474372e-34,1.8143433782499154e-34,6.599584053156147e-19
4.5981056752658063e-35,4.2543159676853495e-35,2.6794467825520746e-34,1.0796177169935436e-34,1.5943158597233688e-34,1.859651194174263e-34,1.912640958189631e-34,1.8187631720503476e-34,6.577731125827813e-19
4.536008043960114e-35,4.21789808034171e-35,2.7724460411786017e-34,1.0669549573195806e-34,1.5700857055046567e-34,1.837987477874e-34,1.8824365721727415e-34,1.8171110761349778e-34,6.556022442244224e-19
