,     Angle,       PSD
321,17.8503,2355
322,17.8904,2410
323,17.9304,2360
324,17.9704,2348
325,18.0105,2417
326,18.0505,2450
327,18.0905,2406
328,18.1306,2470
329,18.1706,2433
330,18.2106,2514
331,18.2507,2367
332,18.2907,2498
333,18.3307,2389
334,18.3708,2485
335,18.4108,2531
336,18.4508,2549
337,18.4909,2545
338,18.5309,2560
339,18.5709,2516
340,18.6109,2581
341,18.651,2520
342,18.691,2548
343,18.731,2537
344,18.7711,2576
345,18.8111,2574
346,18.8511,2592
347,18.8912,2641
348,18.9312,2574
349,18.9712,2546
350,19.0113,2501
351,19.0513,2706
352,19.0913,2526
353,19.1314,2643
354,19.1714,2690
355,19.2114,2659
356,19.2515,2647
357,19.2915,2619
358,19.3315,2707
359,19.3716,2708
360,19.4116,2636
361,19.4516,2844
362,19.4917,2698
363,19.5317,2699
364,19.5717,2692
365,19.6118,2741
366,19.6518,2590
367,19.6918,2790
368,19.7318,2645
369,19.7719,2597
370,19.8119,2714
371,19.8519,2724
372,19.892,2731
373,19.932,2713
374,19.972,2757
375,20.0121,2808
376,20.0521,2750
377,20.0921,2769
378,20.1322,2844
379,20.1722,2694
380,20.2122,2692
381,20.2523,2703
382,20.2923,2782
383,20.3323,2786
384,20.3724,2764
385,20.4124,2739
386,20.4524,2746
387,20.4925,2735
388,20.5325,2757
389,20.5725,2637
390,20.6126,2760
391,20.6526,2810
392,20.6926,2699
393,20.7327,2771
394,20.7727,2721
395,20.8127,2743
396,20.8528,2799
397,20.8928,2667
398,20.9328,2695
399,20.9728,2670
400,21.0129,2741
401,21.0529,2727
402,21.0929,2659
403,21.133,2753
404,21.173,2625
405,21.213,2654
406,21.2531,2707
407,21.2931,2662
408,21.3331,2631
409,21.3732,2596
410,21.4132,2639
411,21.4532,2644
412,21.4933,2550
413,21.5333,2634
414,21.5733,2624
415,21.6134,2619
416,21.6534,2573
417,21.6934,2613
418,21.7335,2648
419,21.7735,2644
420,21.8135,2562
421,21.8536,2622
422,21.8936,2503
423,21.9336,2545
424,21.9737,2494
425,22.0137,2537
426,22.0537,2566
427,22.0937,2423
428,22.1338,2414
429,22.1738,2437
430,22.2138,2407
431,22.2539,2390
432,22.2939,2410
433,22.3339,2343
434,22.374,2396
435,22.414,2329
436,22.454,2466
437,22.4941,2308
438,22.5341,2360
439,22.5741,2399
440,22.6142,2241
441,22.6542,2250
442,22.6942,2263
443,22.7343,2214
444,22.7743,2257
445,22.8143,2276
446,22.8544,2204
447,22.8944,2197
448,22.9344,2208
449,22.9745,2131
450,23.0145,2133
451,23.0545,2130
452,23.0946,2101
453,23.1346,2109
454,23.1746,2100
455,23.2147,2115
456,23.2547,2002
457,23.2947,2069
458,23.3347,2005
459,23.3748,2052
460,23.4148,2010
461,23.4548,1948
462,23.4949,1950
463,23.5349,1927
464,23.5749,1920
465,23.615,1982
466,23.655,1938
467,23.695,1954
468,23.7351,1886
469,23.7751,1994
470,23.8151,1826
471,23.8552,1946
472,23.8952,1786
473,23.9352,1873
474,23.9753,1833
475,24.0153,1850
476,24.0553,1795
477,24.0954,1812
478,24.1354,1788
479,24.1754,1752
480,24.2155,1760
481,24.2555,1771
482,24.2955,1795
483,24.3356,1741
484,24.3756,1775
485,24.4156,1694
486,24.4556,1687
487,24.4957,1766
488,24.5357,1748
489,24.5757,1682
490,24.6158,1675
491,24.6558,1631
492,24.6958,1685
493,24.7359,1648
494,24.7759,1724
495,24.8159,1634
496,24.856,1599
497,24.896,1643
498,24.936,1601
499,24.9761,1635
500,25.0161,1573
501,25.0561,1582
502,25.0962,1592
503,25.1362,1563
504,25.1762,1632
505,25.2163,1544
506,25.2563,1612
507,25.2963,1549
508,25.3364,1582
509,25.3764,1482
510,25.4164,1498
511,25.4565,1536
512,25.4965,1483
513,25.5365,1524
514,25.5766,1560
515,25.6166,1489
516,25.6566,1518
517,25.6966,1483
518,25.7367,1473
519,25.7767,1491
520,25.8167,1492
521,25.8568,1601
522,25.8968,1481
523,25.9368,1462
524,25.9769,1472
525,26.0169,1488
