,     Angle,       PSD
689,32.5822,1151
690,32.6222,1086
691,32.6623,1159
692,32.7023,1103
693,32.7423,1101
694,32.7823,1149
695,32.8224,1101
696,32.8624,1131
697,32.9024,1105
698,32.9425,1184
699,32.9825,1100
700,33.0225,1133
701,33.0626,1183
702,33.1026,1123
703,33.1426,1086
704,33.1827,1133
705,33.2227,1116
706,33.2627,1097
707,33.3028,1092
708,33.3428,1111
709,33.3828,1099
710,33.4229,1093
711,33.4629,1066
712,33.5029,1114
713,33.543,1126
714,33.583,1108
715,33.623,1169
716,33.6631,1104
717,33.7031,1112
718,33.7431,1084
719,33.7832,1208
720,33.8232,1095
721,33.8632,1175
722,33.9032,1116
723,33.9433,1137
724,33.9833,1116
725,34.0233,1070
726,34.0634,1096
727,34.1034,1135
728,34.1434,1159
729,34.1835,1122
730,34.2235,1140
731,34.2635,1156
732,34.3036,1176
733,34.3436,1192
734,34.3836,1129
735,34.4237,1190
736,34.4637,1158
737,34.5037,1076
738,34.5438,1087
739,34.5838,1133
740,34.6238,1160
741,34.6639,1128
742,34.7039,1160
743,34.7439,1194
744,34.784,1200
745,34.824,1137
746,34.864,1153
747,34.9041,1193
748,34.9441,1153
749,34.9841,1131
750,35.0241,1162
751,35.0642,1179
752,35.1042,1148
753,35.1442,1069
754,35.1843,1063
755,35.2243,1142
756,35.2643,1062
757,35.3044,1135
758,35.3444,1092
759,35.3844,1115
760,35.4245,1131
761,35.4645,1117
762,35.5045,1169
763,35.5446,1170
764,35.5846,1159
765,35.6246,1151
766,35.6647,1148
767,35.7047,1101
768,35.7447,1102
769,35.7848,1096
770,35.8248,1093
771,35.8648,1107
772,35.9049,1086
773,35.9449,1085
774,35.9849,1149
775,36.025,1120
776,36.065,1168
777,36.105,1121
778,36.1451,1110
779,36.1851,1126
780,36.2251,1132
781,36.2651,1083
782,36.3052,1106
783,36.3452,1116
784,36.3852,1094
785,36.4253,1066
786,36.4653,1091
787,36.5053,1107
788,36.5454,1057
789,36.5854,1141
790,36.6254,1114
791,36.6655,1123
792,36.7055,1107
793,36.7455,1097
794,36.7856,1109
795,36.8256,1042
796,36.8656,1099
797,36.9057,1101
798,36.9457,1142
799,36.9857,1086
800,37.0258,1097
801,37.0658,1105
802,37.1058,1088
803,37.1459,1072
804,37.1859,1109
805,37.2259,1102
806,37.266,1124
807,37.306,1054
808,37.346,1075
809,37.386,1120
810,37.4261,1120
811,37.4661,1068
812,37.5061,1091
813,37.5462,1027
814,37.5862,1095
815,37.6262,1118
816,37.6663,1083
817,37.7063,1034
818,37.7463,1092
819,37.7864,1132
820,37.8264,1056
821,37.8664,1095
822,37.9065,1044
823,37.9465,1096
824,37.9865,1120
825,38.0266,1072
826,38.0666,1090
827,38.1066,1122
828,38.1467,1064
829,38.1867,1148
830,38.2267,1014
831,38.2668,1116
832,38.3068,1070
833,38.3468,1039
834,38.3869,1107
835,38.4269,1043
836,38.4669,1049
837,38.507,1120
838,38.547,1066
839,38.587,1098
840,38.627,1076
841,38.6671,1142
842,38.7071,1068
843,38.7471,1053
844,38.7872,1068
845,38.8272,1058
846,38.8672,1058
847,38.9073,1117
848,38.9473,1051
849,38.9873,1080
850,39.0274,1048
851,39.0674,1023
852,39.1074,1094
853,39.1475,1039
854,39.1875,1053
855,39.2275,1049
856,39.2676,1047
857,39.3076,1058
858,39.3476,978
859,39.3877,1053
860,39.4277,1002
861,39.4677,1069
862,39.5078,1066
863,39.5478,1061
864,39.5878,1014
865,39.6279,1019
866,39.6679,1034
867,39.7079,1014
868,39.7479,1003
869,39.788,1017
870,39.828,1007
871,39.868,977
872,39.9081,1073
873,39.9481,993
874,39.9881,1017
875,40.0282,1022
876,40.0682,1037
877,40.1082,995
878,40.1483,1036
879,40.1883,1090
880,40.2283,979
881,40.2684,1037
882,40.3084,1033
883,40.3484,1040
884,40.3885,995
885,40.4285,1014
886,40.4685,1069
887,40.5086,998
888,40.5486,1065
889,40.5886,1034
890,40.6287,987
891,40.6687,1022
892,40.7087,995
893,40.7488,1035
894,40.7888,1012
895,40.8288,979
896,40.8689,1048
897,40.9089,1021
898,40.9489,1000
899,40.9889,996
900,41.029,1014
901,41.069,994
902,41.109,960
903,41.1491,1044
904,41.1891,974
905,41.2291,1040
