Batch,scan005
Instrument ID,084303
Data Mode,A
Sample,Sample001
Cycle,Cycle01
Date Collected,15/10/2025
Time Collected,06:41:51
Entries,Data Points
nm,A
200.0,XXX.XXX
200.5,XXX.XXX
201.0,XXX.XXX
201.5,XXX.XXX
202.0,XXX.XXX
202.5,XXX.XXX
203.0,XXX.XXX
203.5,XXX.XXX
204.0,XXX.XXX
204.5,XXX.XXX
205.0,XXX.XXX
205.5,XXX.XXX
206.0,XXX.XXX
206.5,XXX.XXX
207.0,XXX.XXX
207.5,XXX.XXX
208.0,XXX.XXX
208.5,XXX.XXX
209.0,XXX.XXX
209.5,XXX.XXX
210.0,XXX.XXX
210.5,XXX.XXX
211.0,XXX.XXX
211.5,XXX.XXX
212.0,XXX.XXX
212.5,XXX.XXX
213.0,XXX.XXX
213.5,XXX.XXX
214.0,XXX.XXX
214.5,XXX.XXX
215.0,XXX.XXX
215.5,XXX.XXX
216.0,1.588
216.5,1.535
217.0,1.489
217.5,1.448
218.0,1.408
218.5,1.368
219.0,1.329
219.5,1.291
220.0,1.256
220.5,1.223
221.0,1.191
221.5,1.160
222.0,1.130
222.5,1.102
223.0,1.074
223.5,1.047
224.0,1.022
224.5,0.999
225.0,0.978
225.5,0.958
226.0,0.940
226.5,0.924
227.0,0.910
227.5,0.896
228.0,0.883
228.5,0.872
229.0,0.861
229.5,0.851
230.0,0.842
230.5,0.833
231.0,0.824
231.5,0.816
232.0,0.807
232.5,0.799
233.0,0.790
233.5,0.781
234.0,0.773
234.5,0.764
235.0,0.756
235.5,0.748
236.0,0.741
236.5,0.734
237.0,0.727
237.5,0.720
238.0,0.714
238.5,0.708
239.0,0.702
239.5,0.697
240.0,0.692
240.5,0.687
241.0,0.683
241.5,0.679
242.0,0.675
242.5,0.671
243.0,0.668
243.5,0.664
244.0,0.661
244.5,0.658
245.0,0.655
245.5,0.652
246.0,0.649
246.5,0.647
247.0,0.644
247.5,0.642
248.0,0.641
248.5,0.639
249.0,0.637
249.5,0.636
250.0,0.634
250.5,0.632
251.0,0.631
251.5,0.629
252.0,0.628
252.5,0.627
253.0,0.626
253.5,0.625
254.0,0.625
254.5,0.625
255.0,0.626
255.5,0.626
256.0,0.628
256.5,0.630
257.0,0.632
257.5,0.635
258.0,0.638
258.5,0.641
259.0,0.645
259.5,0.648
260.0,0.652
260.5,0.657
261.0,0.662
261.5,0.668
262.0,0.675
262.5,0.681
263.0,0.687
263.5,0.694
264.0,0.700
264.5,0.705
265.0,0.711
265.5,0.716
266.0,0.721
266.5,0.726
267.0,0.731
267.5,0.737
268.0,0.742
268.5,0.748
269.0,0.754
269.5,0.760
270.0,0.766
270.5,0.772
271.0,0.778
271.5,0.782
272.0,0.786
272.5,0.788
273.0,0.789
273.5,0.790
274.0,0.790
274.5,0.791
275.0,0.791
275.5,0.790
276.0,0.790
276.5,0.790
277.0,0.790
277.5,0.790
278.0,0.791
278.5,0.791
279.0,0.791
279.5,0.790
280.0,0.789
280.5,0.789
281.0,0.788
281.5,0.787
282.0,0.787
282.5,0.786
283.0,0.784
283.5,0.781
284.0,0.778
284.5,0.775
285.0,0.772
285.5,0.769
286.0,0.766
286.5,0.763
287.0,0.759
287.5,0.756
288.0,0.752
288.5,0.747
289.0,0.743
289.5,0.738
290.0,0.733
290.5,0.729
291.0,0.725
291.5,0.721
292.0,0.717
292.5,0.714
293.0,0.710
293.5,0.707
294.0,0.704
294.5,0.700
295.0,0.697
295.5,0.695
296.0,0.692
296.5,0.690
297.0,0.687
297.5,0.685
298.0,0.682
298.5,0.679
299.0,0.677
299.5,0.675
300.0,0.674
300.5,0.672
301.0,0.670
301.5,0.668
302.0,0.666
302.5,0.665
303.0,0.664
303.5,0.663
304.0,0.662
304.5,0.661
305.0,0.661
305.5,0.661
306.0,0.662
306.5,0.662
307.0,0.663
307.5,0.662
308.0,0.662
308.5,0.661
309.0,0.660
309.5,0.660
310.0,0.660
310.5,0.661
311.0,0.662
311.5,0.663
312.0,0.665
312.5,0.667
313.0,0.668
313.5,0.669
314.0,0.670
314.5,0.672
315.0,0.673
315.5,0.675
316.0,0.676
316.5,0.677
317.0,0.679
317.5,0.681
318.0,0.683
318.5,0.684
319.0,0.685
319.5,0.686
320.0,0.686
320.5,0.685
321.0,0.684
321.5,0.684
322.0,0.684
322.5,0.683
323.0,0.681
323.5,0.680
324.0,0.678
324.5,0.677
325.0,0.675
325.5,0.673
326.0,0.671
326.5,0.668
327.0,0.666
327.5,0.663
328.0,0.659
328.5,0.656
329.0,0.652
329.5,0.648
330.0,0.644
330.5,0.638
331.0,0.633
331.5,0.628
332.0,0.624
332.5,0.618
333.0,0.612
333.5,0.606
334.0,0.599
334.5,0.591
335.0,0.584
335.5,0.576
336.0,0.569
336.5,0.562
337.0,0.555
337.5,0.547
338.0,0.539
338.5,0.532
339.0,0.525
339.5,0.519
340.0,0.511
340.5,0.501
341.0,0.489
341.5,0.478
342.0,0.468
342.5,0.460
343.0,0.453
343.5,0.446
344.0,0.437
344.5,0.428
345.0,0.419
345.5,0.410
346.0,0.400
346.5,0.390
347.0,0.379
347.5,0.368
348.0,0.358
348.5,0.351
349.0,0.346
349.5,0.343
350.0,0.339
350.5,0.333
351.0,0.324
351.5,0.315
352.0,0.307
352.5,0.303
353.0,0.301
353.5,0.299
354.0,0.293
354.5,0.283
355.0,0.272
355.5,0.263
356.0,0.256
356.5,0.252
357.0,0.251
357.5,0.250
358.0,0.247
358.5,0.239
359.0,0.227
359.5,0.215
360.0,0.208
360.5,0.207
361.0,0.207
361.5,0.205
362.0,0.200
362.5,0.193
363.0,0.189
363.5,0.186
364.0,0.185
364.5,0.184
365.0,0.181
365.5,0.175
366.0,0.168
366.5,0.163
367.0,0.163
367.5,0.164
