nm,75,15,18,225,grupo,0
300.0,0.241,0.862,0.796,1.055,AOx,
300.5,0.241,0.861,0.795,1.053,AOx,
301.0,0.241,0.86,0.794,1.051,AOx,
301.5,0.242,0.859,0.793,1.05,AOx,
302.0,0.242,0.857,0.791,1.05,AOx,
302.5,0.242,0.856,0.79,1.049,AOx,
303.0,0.241,0.854,0.789,1.048,AOx,
303.5,0.241,0.854,0.789,1.047,AOx,
304.0,0.24,0.853,0.789,1.046,AOx,
304.5,0.24,0.854,0.789,1.044,AOx,
305.0,0.24,0.854,0.789,1.044,AOx,
305.5,0.24,0.855,0.788,1.044,AOx,
306.0,0.241,0.855,0.788,1.045,AOx,
306.5,0.241,0.854,0.788,1.045,AOx,
307.0,0.242,0.854,0.787,1.045,AOx,
307.5,0.242,0.854,0.787,1.046,AOx,
308.0,0.243,0.854,0.788,1.047,AOx,
308.5,0.243,0.856,0.789,1.048,AOx,
309.0,0.243,0.857,0.791,1.049,AOx,
309.5,0.242,0.859,0.792,1.05,AOx,
310.0,0.243,0.86,0.794,1.052,AOx,
310.5,0.243,0.861,0.796,1.055,AOx,
311.0,0.243,0.863,0.797,1.058,AOx,
311.5,0.243,0.865,0.799,1.06,AOx,
312.0,0.243,0.867,0.801,1.061,AOx,
312.5,0.243,0.869,0.804,1.062,AOx,
313.0,0.244,0.873,0.806,1.063,AOx,
313.5,0.246,0.876,0.808,1.065,AOx,
314.0,0.247,0.878,0.809,1.068,AOx,
314.5,0.248,0.881,0.809,1.072,AOx,
315.0,0.249,0.883,0.81,1.076,AOx,
315.5,0.25,0.885,0.812,1.079,AOx,
316.0,0.252,0.887,0.814,1.081,AOx,
316.5,0.253,0.888,0.816,1.082,AOx,
317.0,0.254,0.889,0.819,1.083,AOx,
317.5,0.255,0.891,0.821,1.084,AOx,
318.0,0.255,0.892,0.822,1.085,AOx,
318.5,0.256,0.893,0.822,1.086,AOx,
319.0,0.256,0.894,0.821,1.088,AOx,
319.5,0.257,0.894,0.821,1.089,AOx,
320.0,0.256,0.895,0.823,1.089,AOx,
320.5,0.256,0.894,0.824,1.088,AOx,
321.0,0.256,0.894,0.825,1.086,AOx,
321.5,0.257,0.894,0.825,1.086,AOx,
322.0,0.257,0.894,0.824,1.086,AOx,
322.5,0.257,0.894,0.823,1.087,AOx,
323.0,0.255,0.892,0.822,1.087,AOx,
323.5,0.253,0.89,0.822,1.085,AOx,
324.0,0.252,0.887,0.821,1.083,AOx,
324.5,0.252,0.884,0.82,1.08,AOx,
325.0,0.253,0.881,0.817,1.077,AOx,
325.5,0.253,0.878,0.814,1.073,AOx,
326.0,0.252,0.874,0.81,1.068,AOx,
326.5,0.25,0.871,0.807,1.063,AOx,
327.0,0.249,0.867,0.803,1.058,AOx,
327.5,0.249,0.864,0.799,1.053,AOx,
328.0,0.249,0.86,0.794,1.047,AOx,
328.5,0.248,0.856,0.789,1.04,AOx,
329.0,0.247,0.852,0.785,1.032,AOx,
329.5,0.245,0.846,0.781,1.026,AOx,
330.0,0.244,0.838,0.775,1.019,AOx,
330.5,0.242,0.83,0.769,1.012,AOx,
331.0,0.239,0.821,0.762,1.004,AOx,
331.5,0.236,0.813,0.755,0.996,AOx,
332.0,0.234,0.805,0.75,0.987,AOx,
332.5,0.231,0.798,0.745,0.979,AOx,
333.0,0.229,0.791,0.739,0.968,AOx,
333.5,0.227,0.783,0.732,0.957,AOx,
334.0,0.225,0.774,0.723,0.946,AOx,
334.5,0.222,0.764,0.713,0.936,AOx,
335.0,0.22,0.753,0.703,0.926,AOx,
335.5,0.217,0.742,0.696,0.917,AOx,
336.0,0.215,0.732,0.689,0.906,AOx,
336.5,0.212,0.723,0.681,0.895,AOx,
337.0,0.21,0.713,0.671,0.883,AOx,
337.5,0.207,0.704,0.66,0.87,AOx,
338.0,0.204,0.694,0.651,0.856,AOx,
338.5,0.202,0.684,0.645,0.842,AOx,
339.0,0.2,0.673,0.643,0.827,AOx,
339.5,0.2,0.662,0.641,0.812,AOx,
340.0,0.199,0.65,0.634,0.799,AOx,
340.5,0.194,0.638,0.618,0.787,AOx,
341.0,0.185,0.626,0.598,0.774,AOx,
341.5,0.176,0.612,0.58,0.759,AOx,
342.0,0.169,0.597,0.567,0.742,AOx,
342.5,0.166,0.583,0.56,0.725,AOx,
343.0,0.166,0.57,0.555,0.707,AOx,
343.5,0.165,0.556,0.549,0.688,AOx,
344.0,0.163,0.541,0.539,0.67,AOx,
344.5,0.159,0.527,0.525,0.657,AOx,
345.0,0.154,0.516,0.51,0.648,AOx,
345.5,0.148,0.509,0.498,0.643,AOx,
346.0,0.14,0.502,0.491,0.637,AOx,
346.5,0.133,0.493,0.487,0.628,AOx,
347.0,0.127,0.482,0.48,0.615,AOx,
347.5,0.122,0.473,0.472,0.599,AOx,
348.0,0.12,0.464,0.463,0.584,AOx,
348.5,0.121,0.455,0.453,0.572,AOx,
349.0,0.123,0.443,0.443,0.563,AOx,
349.5,0.124,0.429,0.432,0.554,AOx,
350.0,0.122,0.418,0.419,0.54,AOx,
350.5,0.118,0.408,0.406,0.522,AOx,
351.0,0.116,0.399,0.396,0.503,AOx,
351.5,0.115,0.389,0.388,0.486,AOx,
352.0,0.114,0.38,0.383,0.474,AOx,
352.5,0.113,0.371,0.378,0.467,AOx,
353.0,0.115,0.36,0.369,0.459,AOx,
353.5,0.119,0.346,0.356,0.451,AOx,
354.0,0.121,0.332,0.343,0.441,AOx,
354.5,0.119,0.321,0.333,0.432,AOx,
355.0,0.113,0.315,0.326,0.423,AOx,
355.5,0.108,0.31,0.32,0.415,AOx,
356.0,0.103,0.305,0.313,0.408,AOx,
356.5,0.099,0.3,0.306,0.401,AOx,
357.0,0.094,0.297,0.301,0.395,AOx,
357.5,0.09,0.293,0.3,0.389,AOx,
358.0,0.087,0.285,0.298,0.381,AOx,
358.5,0.087,0.272,0.294,0.369,AOx,
359.0,0.089,0.258,0.285,0.355,AOx,
359.5,0.091,0.247,0.274,0.345,AOx,
360.0,0.091,0.242,0.264,0.339,AOx,
360.5,0.086,0.238,0.259,0.336,AOx,
361.0,0.079,0.234,0.255,0.331,AOx,
361.5,0.074,0.228,0.252,0.325,AOx,
362.0,0.073,0.22,0.246,0.318,AOx,
362.5,0.076,0.212,0.239,0.312,AOx,
363.0,0.079,0.206,0.231,0.307,AOx,
363.5,0.079,0.203,0.226,0.302,AOx,
364.0,0.077,0.204,0.225,0.298,AOx,
364.5,0.074,0.206,0.226,0.294,AOx,
365.0,0.073,0.205,0.226,0.289,AOx,
365.5,0.075,0.199,0.224,0.278,AOx,
366.0,0.076,0.189,0.218,0.266,AOx,
366.5,0.073,0.181,0.212,0.256,AOx,
367.0,0.064,0.176,0.205,0.253,AOx,
367.5,0.056,0.172,0.2,0.255,AOx,
368.0,0.052,0.166,0.199,0.256,AOx,
368.5,0.053,0.159,0.202,0.253,AOx,
369.0,0.056,0.153,0.205,0.245,AOx,
369.5,0.06,0.15,0.204,0.238,AOx,
370.0,0.066,0.151,0.201,0.234,AOx,
370.5,0.073,0.155,0.202,0.232,AOx,
371.0,0.078,0.159,0.21,0.23,AOx,
371.5,0.075,0.162,0.223,0.227,AOx,
372.0,0.065,0.164,0.228,0.223,AOx,
372.5,0.055,0.163,0.218,0.217,AOx,
373.0,0.054,0.157,0.199,0.212,AOx,
373.5,0.066,0.142,0.183,0.212,AOx,
374.0,0.082,0.127,0.175,0.214,AOx,
374.5,0.089,0.119,0.17,0.216,AOx,
375.0,0.083,0.122,0.163,0.216,AOx,
375.5,0.071,0.131,0.154,0.213,AOx,
376.0,0.065,0.137,0.146,0.209,AOx,
376.5,0.065,0.133,0.146,0.206,AOx,
377.0,0.07,0.124,0.156,0.2,AOx,
377.5,0.073,0.116,0.172,0.189,AOx,
378.0,0.071,0.115,0.184,0.175,AOx,
378.5,0.064,0.116,0.189,0.166,AOx,
379.0,0.053,0.114,0.185,0.166,AOx,
379.5,0.045,0.112,0.174,0.169,AOx,
380.0,0.041,0.111,0.16,0.165,AOx,
380.5,0.039,0.113,0.148,0.159,AOx,
381.0,0.035,0.113,0.138,0.158,AOx,
381.5,0.033,0.113,0.129,0.166,AOx,
382.0,0.037,0.114,0.119,0.176,AOx,
382.5,0.044,0.12,0.114,0.178,AOx,
383.0,0.048,0.13,0.117,0.172,AOx,
383.5,0.046,0.135,0.122,0.164,AOx,
384.0,0.043,0.129,0.125,0.16,AOx,
384.5,0.043,0.116,0.126,0.159,AOx,
385.0,0.047,0.105,0.129,0.16,AOx,
385.5,0.051,0.101,0.136,0.159,AOx,
386.0,0.049,0.102,0.145,0.157,AOx,
386.5,0.043,0.1,0.145,0.155,AOx,
387.0,0.035,0.096,0.135,0.151,AOx,
387.5,0.03,0.093,0.115,0.15,AOx,
388.0,0.031,0.09,0.098,0.152,AOx,
388.5,0.035,0.086,0.091,0.157,AOx,
389.0,0.039,0.079,0.093,0.16,AOx,
389.5,0.041,0.073,0.098,0.16,AOx,
390.0,0.043,0.075,0.101,0.154,AOx,
390.5,0.048,0.081,0.102,0.146,AOx,
391.0,0.05,0.088,0.106,0.136,AOx,
391.5,0.047,0.092,0.112,0.128,AOx,
392.0,0.036,0.097,0.115,0.125,AOx,
392.5,0.023,0.102,0.112,0.125,AOx,
393.0,0.017,0.102,0.105,0.127,AOx,
393.5,0.02,0.096,0.101,0.128,AOx,
394.0,0.031,0.09,0.1,0.127,AOx,
394.5,0.043,0.087,0.1,0.128,AOx,
395.0,0.05,0.088,0.099,0.129,AOx,
395.5,0.051,0.091,0.099,0.129,AOx,
396.0,0.047,0.095,0.103,0.125,AOx,
396.5,0.042,0.098,0.107,0.119,AOx,
397.0,0.037,0.097,0.109,0.113,AOx,
397.5,0.032,0.093,0.106,0.109,AOx,
398.0,0.027,0.088,0.1,0.109,AOx,
398.5,0.022,0.084,0.091,0.11,AOx,
399.0,0.018,0.08,0.084,0.11,AOx,
399.5,0.017,0.075,0.077,0.107,AOx,
400.0,0.016,0.07,0.073,0.104,AOx,
400.5,0.017,0.067,0.07,0.106,AOx,
401.0,0.018,0.068,0.071,0.11,AOx,
401.5,0.022,0.071,0.075,0.114,AOx,
402.0,0.025,0.074,0.081,0.111,AOx,
402.5,0.027,0.075,0.085,0.105,AOx,
403.0,0.027,0.072,0.083,0.101,AOx,
403.5,0.028,0.068,0.08,0.101,AOx,
404.0,0.029,0.066,0.078,0.105,AOx,
404.5,0.029,0.068,0.079,0.11,AOx,
405.0,0.029,0.072,0.08,0.112,AOx,
405.5,0.029,0.078,0.079,0.109,AOx,
406.0,0.029,0.081,0.076,0.103,AOx,
406.5,,,,,AOx,
407.0,,,,,AOx,
407.5,,,,,AOx,
408.0,,,,,AOx,
408.5,,,,,AOx,
409.0,,,,,AOx,
409.5,,,,,AOx,
410.0,,,,,AOx,
,,,,,,0.5797292566066314
,,,,,,0.5799575228568571
,,,,,,0.5781183255038278
,,,,,,0.5810741999850286
,,,,,,0.5842068374958003
,,,,,,0.5862427947005837
,,,,,,0.5875501923563106
,,,,,,0.5879886971120021
,,,,,,0.5908688594406905
,,,,,,0.5895642121226609
,,,,,,0.5931277952227123
,,,,,,0.592233291083308
,,,,,,0.5922342196081338
,,,,,,0.5930994182366316
,,,,,,0.5917029837261503
,,,,,,0.5935149895091021
,,,,,,0.5946000791278334
,,,,,,0.5936007253102421
,,,,,,0.5969874775726941
,,,,,,0.5943503618707151
,,,,,,0.5960817080229607
,,,,,,0.5956667700337374
,,,,,,0.5938338026056225
,,,,,,0.5927824589794906
,,,,,,0.5946595928337306
,,,,,,0.5918686082534819
,,,,,,0.5907570634282164
,,,,,,0.5893343746608533
,,,,,,0.5878235553500984
,,,,,,0.586965550615914
,,,,,,0.5852142531406797
,,,,,,0.584453589876681
,,,,,,0.5825717910458433
,,,,,,0.5811812090752936
,,,,,,0.580397893294501
,,,,,,0.5795379084478984
,,,,,,0.5785076861353241
,,,,,,0.5775011938052391
,,,,,,0.5768489517422523
,,,,,,0.5755319411795572
,,,,,,0.5761789231364847
,,,,,,0.5752399663323231
,,,,,,0.5763994202526463
,,,,,,0.576803685198362
,,,,,,0.5770016427959984
,,,,,,0.5784537565617812
,,,,,,0.5791188605735108
,,,,,,0.5803699928826854
,,,,,,0.581190887824554
,,,,,,0.583847909804648
,,,,,,0.5849774313033451
,,,,,,0.5871235124163232
,,,,,,0.5893539326554955
,,,,,,0.5907993140974528
,,,,,,0.5928606380981265
,,,,,,0.5948587461516344
,,,,,,0.5959990617348684
,,,,,,0.5977790148915074
,,,,,,0.5992940181956365
,,,,,,0.6003239482401609
,,,,,,0.6022904433103747
,,,,,,0.6034959036323019
,,,,,,0.6040207219585783
,,,,,,0.6047956349473214
,,,,,,0.6060412270514628
,,,,,,0.606005057006654
,,,,,,0.6064545426162974
,,,,,,0.6058298179569815
,,,,,,0.6069706868803393
,,,,,,0.6076861465009215
,,,,,,0.6071922102615377
,,,,,,0.6069191803283721
,,,,,,0.6078551670937143
,,,,,,0.6085050570060745
,,,,,,0.6090112702341091
,,,,,,0.6081646390878375
,,,,,,0.6084694210416944
,,,,,,0.6089613725585258
,,,,,,0.6090138904513466
,,,,,,0.6090908303911814
,,,,,,0.6092370153966853
,,,,,,0.6094892530259765
,,,,,,0.6102999580703644
,,,,,,0.6100715338835828
,,,,,,0.6100809320133974
,,,,,,0.6086838649995191
,,,,,,0.6092724344856083
,,,,,,0.6105513524581394
,,,,,,0.610727725961764
,,,,,,0.6106344724891966
,,,,,,0.6098262189283474
,,,,,,0.6107864020310759
,,,,,,0.6102402611606204
,,,,,,0.6096802590755974
,,,,,,0.6093174769208367
,,,,,,0.6102921430798877
,,,,,,0.6108138922435635
,,,,,,0.6100677833765472
,,,,,,0.6106471225634035
,,,,,,0.6102821730853162
,,,,,,0.6108457379301465
,,,,,,0.6110899021272009
,,,,,,0.6105385858572225
,,,,,,0.6109335271132228
,,,,,,0.6102670142480688
,,,,,,0.6108068800677824
,,,,,,0.6112283203205626
,,,,,,0.6104602997646675
,,,,,,0.6104823771405127
,,,,,,0.6104641921054583
,,,,,,0.6111569723334297
,,,,,,0.6106327366099484
,,,,,,0.6095956738994154
,,,,,,0.6110433553394955
,,,,,,0.6106834448633244
,,,,,,0.6106251815271244
,,,,,,0.611138385141476
,,,,,,0.6113233300321319
,,,,,,0.6108700206562213
,,,,,,0.6114211915249074
,,,,,,0.6115070630685036
,,,,,,0.6121970970627284
,,,,,,0.6120370640164531
,,,,,,0.6126543674481233
,,,,,,0.6116250561583211
,,,,,,0.6133602620734231
,,,,,,0.6131671511164327
,,,,,,0.6125119207757299
,,,,,,0.6131459214955172
,,,,,,0.6139280227483092
,,,,,,0.6136880962762882
,,,,,,0.6143451217478387
,,,,,,0.6146324071705215
,,,,,,0.6145660351727217
,,,,,,0.6160101092006859
,,,,,,0.615229401308277
,,,,,,0.6162200905194467
,,,,,,0.6167469517076298
,,,,,,0.6164432538324797
,,,,,,0.6174982833365223
,,,,,,0.6197511422377572
,,,,,,0.6181754162794552
,,,,,,0.6179236075106636
,,,,,,0.6176078594042036
,,,,,,0.6191571699848034
,,,,,,0.6192073502139064
,,,,,,0.6188796113603153
,,,,,,0.6194690923232166
,,,,,,0.6213814582667705
,,,,,,0.6220106494249013
,,,,,,0.6392737788777838
,,,,,,0.6393864878909395
,,,,,,0.6392362277996426
,,,,,,0.6408126799705497
,,,,,,0.639769894884399
,,,,,,0.6413427501420375
,,,,,,0.641312615044239
,,,,,,0.6403271412687918
,,,,,,0.6416941453069899
,,,,,,0.6419586118417725
,,,,,,0.6420314295091437
,,,,,,0.6422366864909481
,,,,,,0.6431969779182246
,,,,,,0.6430689538915578
,,,,,,0.6437459158669786
,,,,,,0.6437823025971563
,,,,,,0.6443158040090982
,,,,,,0.6444390771609901
,,,,,,0.6446747928559929
,,,,,,0.6448579429709937
,,,,,,0.6455209865634788
,,,,,,0.646043542692091
,,,,,,0.6463545490323533
,,,,,,0.6462391481430483
,,,,,,0.646217297701688
,,,,,,0.6461689431933709
,,,,,,0.6468279872782794
,,,,,,0.6475646900978775
,,,,,,0.6468411976232247
,,,,,,0.6479895645544254
,,,,,,0.6478279199183395
,,,,,,0.648061135350799
,,,,,,0.6483128880357735
,,,,,,0.6482873509192749
,,,,,,0.6491381438882249
,,,,,,0.6483638191439092
,,,,,,0.6488401299110609
,,,,,,0.6495437427255538
,,,,,,0.6496209159076484
,,,,,,0.6498219297590435
,,,,,,0.65039769068575
,,,,,,0.6501181360866849
,,,,,,0.6500880458836011
,,,,,,0.6502021821620815
,,,,,,0.6509888121737708
,,,,,,0.6511142575201918
,,,,,,0.6512261816962062
,,,,,,0.6513913158440652
,,,,,,0.6515987735810249
,,,,,,0.6514329791436677
,,,,,,0.6521541242320612
,,,,,,rACh
,,,,,,0.5847951389581358
,,,,,,0.585903343913302
,,,,,,0.5881379664838496
,,,,,,0.5917605154522816
,,,,,,0.5915233161973734
,,,,,,0.5938345887903639
,,,,,,0.596611178989765
,,,,,,0.5975352735855429
,,,,,,0.5992373610031163
,,,,,,0.6013129140011301
,,,,,,0.6050661605371191
,,,,,,0.6047899823593513
,,,,,,0.6064971885331291
,,,,,,0.6076238605933091
,,,,,,0.6081924971056033
,,,,,,0.6074225523473666
,,,,,,0.6080718600493668
,,,,,,0.6083650643591044
,,,,,,0.6101202178887275
,,,,,,0.6077955647825982
,,,,,,0.6093957076455195
,,,,,,0.6076922484360046
,,,,,,0.6058066851183842
,,,,,,0.6052732819857316
,,,,,,0.6046486595168696
,,,,,,0.602508789905789
,,,,,,0.6009694559694212
,,,,,,0.5982249861222122
,,,,,,0.5975992546086878
,,,,,,0.5955898504883935
,,,,,,0.5945647556211333
,,,,,,0.592271725706953
,,,,,,0.590201767920999
,,,,,,0.5886939415054988
,,,,,,0.5869183476955775
,,,,,,0.5860248356573593
,,,,,,0.5853621061784381
,,,,,,0.5838571227987914
,,,,,,0.5828780558020952
,,,,,,0.5822332629413519
,,,,,,0.5823945429792662
,,,,,,0.5822675152408981
,,,,,,0.5821457490466326
,,,,,,0.5831738707224842
,,,,,,0.5845600265850789
,,,,,,0.5848980198244872
,,,,,,0.5862496781496865
,,,,,,0.5880931267198036
,,,,,,0.5901277882983273
,,,,,,0.5920681584073879
,,,,,,0.5935757617771633
,,,,,,0.5959327436047598
,,,,,,0.5993002586615275
,,,,,,0.601653811100073
,,,,,,0.6035859408846191
,,,,,,0.6057261815308511
,,,,,,0.6079451610915353
,,,,,,0.6098055487623604
,,,,,,0.6113375522926173
,,,,,,0.613045673583171
,,,,,,0.6140598701822428
,,,,,,0.6167667073256093
,,,,,,0.6164964563343289
,,,,,,0.6179609657746801
,,,,,,0.619248115632078
,,,,,,0.6193669223799954
,,,,,,0.6198276258617436
,,,,,,0.6188805642111914
,,,,,,0.6208176797108291
,,,,,,0.6204510794438934
,,,,,,0.620759008698057
,,,,,,0.6209410373654042
,,,,,,0.6222070478945922
,,,,,,0.6218527423282495
,,,,,,0.6222921765402686
,,,,,,0.6224873350274712
,,,,,,0.6214658029031693
,,,,,,0.6222048135350314
,,,,,,0.6222188382759521
,,,,,,0.6239243897167364
,,,,,,0.6224801066262117
,,,,,,0.6230410535883582
,,,,,,0.6239269813681565
,,,,,,0.622914102897076
,,,,,,0.6235066438345531
,,,,,,0.6225507274233224
,,,,,,0.6241060036091607
,,,,,,0.6239603889241933
,,,,,,0.6238195666786646
,,,,,,0.6236789411177076
,,,,,,0.6238548236339992
,,,,,,0.6236581759934988
,,,,,,0.6242924571009343
,,,,,,0.6237565762509455
,,,,,,0.6237068268992417
,,,,,,0.6236147152597704
,,,,,,0.6235905760370507
,,,,,,0.6232990950661874
,,,,,,0.624120774054081
,,,,,,0.6230234265020205
,,,,,,0.6237747719147122
,,,,,,0.6236227414017678
,,,,,,0.6226536733936994
,,,,,,0.623351637974452
,,,,,,0.621847056253081
,,,,,,0.6233245629206068
,,,,,,0.6226929497630065
,,,,,,0.6232380828328838
,,,,,,0.6226369836038298
,,,,,,0.6214630643646034
,,,,,,0.6227952013695852
,,,,,,0.622365516513103
,,,,,,0.6225188915463856
,,,,,,0.6229883403797113
,,,,,,0.621960027860865
,,,,,,0.620737337683002
,,,,,,0.621535880177149
,,,,,,0.622298456813281
,,,,,,0.621105925633849
,,,,,,0.6220969546782673
,,,,,,0.6219874943736428
,,,,,,0.6217313142454455
,,,,,,0.6215698880579719
,,,,,,0.6221102847763532
,,,,,,0.6207813722236435
,,,,,,0.6220419418353597
,,,,,,0.6216289190802464
,,,,,,0.6219607235442383
,,,,,,0.621972471544086
,,,,,,0.6222591793017676
,,,,,,0.6221972868863305
,,,,,,0.623072083578044
,,,,,,0.6231740030207128
,,,,,,0.6233349213866097
,,,,,,0.6239994443726966
,,,,,,0.6226606587107777
,,,,,,0.6229283146677469
,,,,,,0.6242783579338884
,,,,,,0.6230888558771305
,,,,,,0.6234010820555639
,,,,,,0.6252772579155552
,,,,,,0.6251180893677805
,,,,,,0.625421365984777
,,,,,,0.6249865185806648
,,,,,,0.6251856598377132
,,,,,,0.6255672315535351
,,,,,,0.6253000919286331
,,,,,,0.6263418005845186
,,,,,,0.6266777771186058
,,,,,,0.6269080146425385
,,,,,,0.6454724145527027
,,,,,,0.6455933365226649
,,,,,,0.6452135256634509
,,,,,,0.6462539986204775
,,,,,,0.6464422164809559
,,,,,,0.6462690864193059
,,,,,,0.6469856830032297
,,,,,,0.6466610939385541
,,,,,,0.6479892857448627
,,,,,,0.6477128376952027
,,,,,,0.6473442470148003
,,,,,,0.6480644231518142
,,,,,,0.647869946238679
,,,,,,0.6493103930119438
,,,,,,0.6479451860003812
,,,,,,0.6480450963281758
,,,,,,0.6484771857403298
,,,,,,0.6489950072717131
,,,,,,0.6489678346877413
,,,,,,0.6491022528660177
,,,,,,0.6491650945195371
,,,,,,0.6495968480842815
,,,,,,0.6501266130051555
,,,,,,0.650698310615847
,,,,,,0.6500421954408135
,,,,,,0.6498491394033378
,,,,,,0.6506415674613898
,,,,,,0.6511968910657876
,,,,,,0.6502456996027439
,,,,,,0.6509860337307988
,,,,,,0.6512691585959539
,,,,,,0.6513889993767669
,,,,,,0.6516903591585393
,,,,,,0.6522931082894722
,,,,,,0.6521950261797785
,,,,,,0.6522003101972133
,,,,,,0.6525296666000148
,,,,,,0.6522438505609492
,,,,,,0.6523765732608036
,,,,,,0.6526593129404789
,,,,,,0.6529559011896385
,,,,,,0.6528921636954141
,,,,,,0.6532953119437643
,,,,,,0.6530980583805056
,,,,,,0.6534056351186696
,,,,,,0.6532767091208953
,,,,,,0.6533355274510705
,,,,,,0.6536701790746888
,,,,,,0.6536119879711361
,,,,,,0.6538622350209007
,,,,,,0.6539495810205895
,,,,,,rAMi
,,,,,,0.579250579521127
,,,,,,0.5816446079327147
,,,,,,0.5813939476472236
,,,,,,0.5840930269514146
,,,,,,0.583699799695334
,,,,,,0.5854644128111104
,,,,,,0.5865540926067034
,,,,,,0.5879574854276406
,,,,,,0.5901132180647186
,,,,,,0.5908567054891614
,,,,,,0.5937881064131523
,,,,,,0.5933042045346426
,,,,,,0.5951705770893054
,,,,,,0.5961018792015427
,,,,,,0.5956135800201533
,,,,,,0.595108423174083
,,,,,,0.5963167751169532
,,,,,,0.5962458152022054
,,,,,,0.5980449950110143
,,,,,,0.5968285866807391
,,,,,,0.596851024580901
,,,,,,0.5972544152108337
,,,,,,0.5948023512549439
,,,,,,0.5945032886736651
,,,,,,0.5945397478032919
,,,,,,0.5934063804383214
,,,,,,0.5916942093967945
,,,,,,0.5903376368832932
,,,,,,0.5888616520751132
,,,,,,0.5879274351794529
,,,,,,0.5870126404442114
,,,,,,0.5850685047097289
,,,,,,0.5840886724868806
,,,,,,0.5821541366735089
,,,,,,0.5809994931555525
,,,,,,0.5801165737625347
,,,,,,0.5793931601870778
,,,,,,0.5786034624327655
,,,,,,0.5780038194693704
,,,,,,0.576725396916982
,,,,,,0.5772891563277962
,,,,,,0.5765152716112498
,,,,,,0.5770905973980985
,,,,,,0.5784684993013774
,,,,,,0.5783238712264852
,,,,,,0.5793448368420542
,,,,,,0.5801734174811307
,,,,,,0.58203287671597
,,,,,,0.5828577231290885
,,,,,,0.5837778557385855
,,,,,,0.5858924518318653
,,,,,,0.5878179626991704
,,,,,,0.5903613648694181
,,,,,,0.5916668848155399
,,,,,,0.5930357761848393
,,,,,,0.5951907151138417
,,,,,,0.5965265863132488
,,,,,,0.5981242454137589
,,,,,,0.6002698894388604
,,,,,,0.6006435326397216
,,,,,,0.6017268531531785
,,,,,,0.6039233667023075
,,,,,,0.6038441718188529
,,,,,,0.6047375489334943
,,,,,,0.6051765047695079
,,,,,,0.6056946545483447
,,,,,,0.605364126979197
,,,,,,0.60649506813006
,,,,,,0.6062995472127668
,,,,,,0.6066410927999472
,,,,,,0.606679333520206
,,,,,,0.6063207954510424
,,,,,,0.6070910545303225
,,,,,,0.607795994168785
,,,,,,0.6086464369977042
,,,,,,0.6082358557855897
,,,,,,0.6080836092195242
,,,,,,0.6083711083752799
,,,,,,0.6086094410457494
,,,,,,0.6089479285991827
,,,,,,0.6092509597092747
,,,,,,0.6093149334643987
,,,,,,0.6098403825741984
,,,,,,0.6088765783248244
,,,,,,0.6093485232988651
,,,,,,0.6083661087978665
,,,,,,0.6094913643291284
,,,,,,0.6104902203951289
,,,,,,0.6093669389844516
,,,,,,0.6087069988092666
,,,,,,0.6091908002339099
,,,,,,0.6100188830364075
,,,,,,0.6099297011178461
,,,,,,0.6100344166303783
,,,,,,0.6095466114718736
,,,,,,0.6092787555856749
,,,,,,0.6085042482406275
,,,,,,0.6095072991309283
,,,,,,0.6096976891552432
,,,,,,0.6093560578911617
,,,,,,0.6096975058182815
,,,,,,0.6093178423133637
,,,,,,0.6083737823274985
,,,,,,0.6090892879811953
,,,,,,0.6091562363933237
,,,,,,0.6094740105382518
,,,,,,0.6097013701215838
,,,,,,0.6092321992084403
,,,,,,0.6096900314204311
,,,,,,0.6081347180141974
,,,,,,0.6094213332740879
,,,,,,0.6098161657414511
,,,,,,0.6089367966368575
,,,,,,0.6096351460698956
,,,,,,0.6088250099879295
,,,,,,0.60808495640748
,,,,,,0.6086391764000402
,,,,,,0.6093083994651477
,,,,,,0.6091067187743652
,,,,,,0.6086570216242069
,,,,,,0.6080178947249858
,,,,,,0.6078468384831573
,,,,,,0.6087107711137495
,,,,,,0.6084063906130613
,,,,,,0.6075827856595973
,,,,,,0.6084694350007892
,,,,,,0.6077783498980528
,,,,,,0.607493074015768
,,,,,,0.6091020067286032
,,,,,,0.6094711677671918
,,,,,,0.6084078951846621
,,,,,,0.6089130103181298
,,,,,,0.6088601649407571
,,,,,,0.6085419185981602
,,,,,,0.610297943979143
,,,,,,0.6101599149525165
,,,,,,0.608868462245018
,,,,,,0.6095708792639378
,,,,,,0.609001924888718
,,,,,,0.6107633921093242
,,,,,,0.6106613539605346
,,,,,,0.6114083196498242
,,,,,,0.6102190137912586
,,,,,,0.6114485888777216
,,,,,,0.610707491065933
,,,,,,0.6117220896408376
,,,,,,0.6109777987845618
,,,,,,0.6108367562990579
,,,,,,0.6125429039829152
,,,,,,0.6109202292854287
,,,,,,0.6321413929477468
,,,,,,0.6317901972031952
,,,,,,0.6313654256232161
,,,,,,0.6322705510075092
,,,,,,0.631301468516771
,,,,,,0.632791065356383
,,,,,,0.6331893280479974
,,,,,,0.6323983290743285
,,,,,,0.6330672186982006
,,,,,,0.6327441181083131
,,,,,,0.6327707185645406
,,,,,,0.6329372278388182
,,,,,,0.6330111055492212
,,,,,,0.634074103646459
,,,,,,0.6333607883070472
,,,,,,0.633482638293223
,,,,,,0.6336380311542387
,,,,,,0.6338517636259211
,,,,,,0.6337036868504355
,,,,,,0.6338816735219771
